,OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityStartDate,MonitoringLocationIdentifier,ProjectIdentifier,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodName,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,ResultValueTypeName,PrecisionValue,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName,LeadValue,LeadValue_ug_l,MonitoringLocationName,MonitoringLocationTypeName,LatitudeMeasure,LongitudeMeasure,StateCode,CountyCode,Month,geometry
7633,CMCNRMI_WQX,Colorado Mountain College Natural Resource Management,CMCNRMI_WQX-LFPE-05SR433125625433125625,Sample-Routine,Water,2018-07-31,CMCNRMI_WQX-LFPE-05,BLM Lake Fork;CDPHE NPS 319 Sugarloaf,GRAB,GRAB,Lead,0.05,mg/l,Final,Estimated,,200.7,USEPA,Metals in Water by ICP-AES,Practical Quantitation Limit,0.2,mg/l,STORET,0.05,50.0,Little Frying Pan East-05,River/Stream,39.247347,-106.39782,8.0,65.0,7,POINT (-106.39782 39.247347)
7634,IL_EPA_WQX,illinois epa,IL_EPA_WQX-18H0130,Sample-Routine,Water,2018-07-31,IL_EPA_WQX-QLM-PWS-17,Lake Michigan,Not available,Sample-collection method not available,Lead,0.15,ug/l,Accepted,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,5,ug/l,STORET,0.15,0.15,LAKE MICHIGAN,Great Lake,42.090726000000004,-87.680537,17.0,31.0,7,POINT (-87.680537 42.090726)
7635,INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB33602.CHEM,Sample-Routine,Water,2018-07-31,INSTOR_WQX-2452,2064,Unknown,Unknown,Lead,1.13,ug/l,Final,Actual,,200.8,INSTOR_WQX,200.8,Laboratory Reporting Level,1,ug/l,STORET,1.13,1.13,WWE060-0002,River/Stream,39.4335281862,-86.763585441,18.0,119.0,7,POINT (-86.763585441 39.4335281862)
7636,WVDEP_WIB_WQX,West Virginia Department of Environmental Protection Watershed Improvement Branch,WVDEP_WIB_WQX-FOHRBL_20180731_HNO3Samp,Sample-Routine,Water,2018-07-31,WVDEP_WIB_WQX-NFHbeGoose,FOHR_DS_AGO16,HNO3Sample,Collection and preservation for total metals,Lead,0.00057,mg/l,Final,Actual,,6020A,USEPA,6020 A ~ ICP-MS,,,,STORET,0.00057,0.57,North Fork of Hughes below Goose Run,River/Stream,39.225963,-81.013079,54.0,85.0,7,POINT (-81.013079 39.225963)
7637,USGS-NJ,USGS New Jersey Water Science Center,nwisnj.01.01800770,Sample-Routine,Water,2018-07-31,USGS-402310074453801,,4047,Submersible gear pump,Lead,0.023,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.023,0.023,210609-- MW120,Well,40.3862171,-74.7601618,34.0,21.0,7,POINT (-74.76016180000001 40.3862171)
7639,USGS-GA,USGS Georgia Water Science Center,nwisga.01.01802038,Sample-Composite Without Parents,Water,2018-07-31,USGS-02203950,,50,Point sample,Lead,22,ug/l,Accepted,Actual,,PLM28,USGS,"Elements, wu, ICP-MS  (DODEC_01)",Laboratory Reporting Level,1.0,ug/l,NWIS,22.0,22.0,"SNAPFINGER CREEK NEAR DECATUR, GA",Stream,33.7634389,-84.22019820000001,13.0,89.0,7,POINT (-84.22019820000001 33.7634389)
7640,USGS-MN,USGS Minnesota Water Science Center,nwismn.01.01800471,Sample-Routine,Water,2018-07-31,USGS-452223093521801,National Water Quality Assessment Program (NAWQA),4041,Submersible bladder pump,Lead,0.080,ug/l,Accepted,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.08,0.08,ALUS-34   033N28W06CDD   01             0000722086,Well,45.3731139,-93.87221109999999,27.0,141.0,7,POINT (-93.87221109999999 45.3731139)
7641,USGS-GA,USGS Georgia Water Science Center,nwisga.01.01802106,Sample-Composite Without Parents,Water,2018-07-31,USGS-02207385,,50,Point sample,Lead,12,ug/l,Accepted,Actual,,PLM28,USGS,"Elements, wu, ICP-MS  (DODEC_01)",Laboratory Reporting Level,1.0,ug/l,NWIS,12.0,12.0,"BIG HAYNES CREEK AT LENORA ROAD, NR SNELLVILLE, GA",Stream,33.8152778,-83.99,13.0,135.0,7,POINT (-83.98999999999999 33.8152778)
7642,USGS-MN,USGS Minnesota Water Science Center,nwismn.01.01800472,Sample-Routine,Water,2018-07-31,USGS-452229093525801,National Water Quality Assessment Program (NAWQA),4041,Submersible bladder pump,Lead,0.340,ug/l,Accepted,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.34,0.34,ALUS-11   033N29W01DDA   01,Well,45.376233299999996,-93.8825667,27.0,141.0,7,POINT (-93.8825667 45.3762333)
7643,USGS-MN,USGS Minnesota Water Science Center,nwismn.01.01800470,Sample-Routine,Water,2018-07-31,USGS-452324093541601,National Water Quality Assessment Program (NAWQA),4041,Submersible bladder pump,Lead,0.058,ug/l,Accepted,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.058,0.058,ALUS-10   034N29W35DAC   01             0000517548,Well,45.3899667,-93.9047,27.0,141.0,7,POINT (-93.90470000000001 45.3899667)
7644,USGS-NJ,USGS New Jersey Water Science Center,nwisnj.01.01800736,Sample-Routine,Water,2018-07-31,USGS-403200074420601,,4047,Submersible gear pump,Lead,0.032,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.032,0.032,350138-- MW110,Well,40.53325,-74.7018056,34.0,35.0,7,POINT (-74.7018056 40.53325)
7645,USGS-KS,USGS Kansas Water Science Center,nwisks.01.01801373,Sample-Routine,Water,2018-07-31,USGS-385852099540301,,4045,Submersible multiple impeller (turbine) pump,Lead,0.994,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.994,0.994,12S 23W 29BDAC01,Well,38.9810333,-99.9009472,20.0,195.0,7,POINT (-99.9009472 38.9810333)
7646,21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-20193026001-20180731_S-ROUTINE,Sample-Routine,Water,2018-07-31,21COL001_WQX-5957A,SWMN,STREAM_1_WQX,WQCD Stream Sampling Procedure,Lead,0.122,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Lower Reporting Limit,0.17,ug/l,STORET,0.122,0.122,MIDDLE FORK SOUTH PLATTE RIVER ABOVE BUCKSKIN CREEK NEAR TOWN OF ALMA,River/Stream,39.284595,-106.060428,8.0,93.0,7,POINT (-106.060428 39.284595)
7647,21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-20191045001-20180731_S-ROUTINE,Sample-Routine,Water,2018-07-31,21COL001_WQX-5501,SWMN,STREAM_1_WQX,WQCD Stream Sampling Procedure,Lead,0.079,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Lower Reporting Limit,0.17,ug/l,STORET,0.079,0.079,ST. VRAIN CK U/S S PLATTE R. @ GAGE,River/Stream,40.2575,-104.879667,8.0,123.0,7,POINT (-104.879667 40.2575)
7648,USGS-GA,USGS Georgia Water Science Center,nwisga.01.01802044,Sample-Composite Without Parents,Water,2018-07-31,USGS-02203831,,50,Point sample,Lead,12,ug/l,Accepted,Actual,,PLM28,USGS,"Elements, wu, ICP-MS  (DODEC_01)",Laboratory Reporting Level,1.0,ug/l,NWIS,12.0,12.0,"DOOLITTLE CREEK AT FLAT SHOALS RD, NR DECATUR, GA",Stream,33.7056626,-84.292423,13.0,89.0,7,POINT (-84.292423 33.7056626)
7649,USGS-GA,USGS Georgia Water Science Center,nwisga.01.01802108,Sample-Composite Without Parents,Water,2018-07-31,USGS-02217274,,50,Point sample,Lead,18,ug/l,Preliminary,Actual,,PLM28,USGS,"Elements, wu, ICP-MS  (DODEC_01)",Laboratory Reporting Level,1.0,ug/l,NWIS,18.0,18.0,"WHEELER CREEK AT BILL CHEEK ROAD, NEAR AUBURN, GA",Stream,34.082222200000004,-83.8544444,13.0,135.0,7,POINT (-83.85444440000001 34.0822222)
7650,USGS-GA,USGS Georgia Water Science Center,nwisga.01.01802086,Sample-Composite Without Parents,Water,2018-07-31,USGS-02336030,,50,Point sample,Lead,14,ug/l,Accepted,Actual,,PLM28,USGS,"Elements, wu, ICP-MS  (DODEC_01)",Laboratory Reporting Level,1.0,ug/l,NWIS,14.0,14.0,"N.F. PEACHTREE CREEK AT GRAVES RD, NR DORAVILLE,GA",Stream,33.9058333,-84.225,13.0,135.0,7,POINT (-84.22499999999999 33.9058333)
7651,USGS-GA,USGS Georgia Water Science Center,nwisga.01.01802042,Sample-Composite Without Parents,Water,2018-07-31,USGS-023362095,,50,Point sample,Lead,13,ug/l,Accepted,Actual,,PLM28,USGS,"Elements, wu, ICP-MS  (DODEC_01)",Laboratory Reporting Level,1.0,ug/l,NWIS,13.0,13.0,"BURNT FORK CR AT MILLWOOD WAY NEAR CLARKSTON, GA",Stream,33.821388899999995,-84.27472220000001,13.0,89.0,7,POINT (-84.27472220000001 33.8213889)
7652,21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-20193028001-20180731_S-ROUTINE,Sample-Routine,Water,2018-07-31,21COL001_WQX-5962,SWMN,STREAM_1_WQX,WQCD Stream Sampling Procedure,Lead,0.096,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Lower Reporting Limit,0.17,ug/l,STORET,0.096,0.096,SHEEP CREEK ABOVE CTY RD 5,River/Stream,39.102306,-106.06906200000002,8.0,93.0,7,POINT (-106.069062 39.102306)
7653,USGS-GA,USGS Georgia Water Science Center,nwisga.01.01802039,Sample-Composite Without Parents,Water,2018-07-31,USGS-02203700,,50,Point sample,Lead,98,ug/l,Accepted,Actual,,PLM28,USGS,"Elements, wu, ICP-MS  (DODEC_01)",Laboratory Reporting Level,1.0,ug/l,NWIS,98.0,98.0,"INTRENCHMENT CR AT CONSTITUTION RD, NR ATLANTA, GA",Stream,33.6889966,-84.33047979999999,13.0,89.0,7,POINT (-84.33047979999999 33.6889966)
7654,USGS-GA,USGS Georgia Water Science Center,nwisga.01.01802085,Sample-Composite Without Parents,Water,2018-07-31,USGS-02205865,,50,Point sample,Lead,12,ug/l,Accepted,Actual,,PLM28,USGS,"Elements, wu, ICP-MS  (DODEC_01)",Laboratory Reporting Level,1.0,ug/l,NWIS,12.0,12.0,"SWEETWATER CREEK AT CLUB DRIVE NEAR LILBURN, GA",Stream,33.9411111,-84.1077778,13.0,135.0,7,POINT (-84.10777779999999 33.9411111)
7656,BTMUA,Brick Utilities,BTMUA-NA_180731s,Sample-Routine,Water,2018-07-31,BTMUA-NA,Watershed,See QA Plan,See Project QA Plan,Lead,0.8600,ug/l,Final,Actual,,See QA Plan,BTMUA,See QA Plan for this Project,,,,STORET,0.86,0.86,Route 88 West,River/Stream,40.081648,-74.151811,34.0,29.0,7,POINT (-74.151811 40.081648)
7658,USGS-ND,USGS North Dakota Water Science Center,nwisnd.01.01800927,Sample-Routine,Water,2018-07-31,USGS-482128102123601,,4040,Submersible pump,Lead,0.226,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.226,0.226,156-090-02DCD1,Well,48.3577778,-102.21,38.0,61.0,7,POINT (-102.21 48.3577778)
7659,USGS-GA,USGS Georgia Water Science Center,nwisga.01.01802107,Sample-Composite Without Parents,Water,2018-07-31,USGS-02207400,,50,Point sample,Lead,5.3,ug/l,Accepted,Actual,,PLM28,USGS,"Elements, wu, ICP-MS  (DODEC_01)",Laboratory Reporting Level,1.0,ug/l,NWIS,5.3,5.3,"BRUSHY FORK CREEK AT BEAVER ROAD, NR LOGANVILLE,GA",Stream,33.821388899999995,-83.9425,13.0,135.0,7,POINT (-83.9425 33.8213889)
7660,BTMUA,Brick Utilities,BTMUA-SA_180731s,Sample-Routine,Water,2018-07-31,BTMUA-SA,Watershed,See QA Plan,See Project QA Plan,Lead,1.4000,ug/l,Final,Actual,,See QA Plan,BTMUA,See QA Plan for this Project,,,,STORET,1.4,1.4,Chambersbridge Road,River/Stream,40.078763,-74.156729,34.0,29.0,7,POINT (-74.156729 40.078763)
7661,USGS-SC,USGS South Carolina Water Science Center,nwissc.01.01800188,Sample-Routine,Water,2018-07-31,USGS-323704080594503,National Water Quality Assessment Program (NAWQA),4040,Submersible pump,Lead,0.066,ug/l,Accepted,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.066,0.066,JAS- 468,Well,32.6177778,-80.9958333,45.0,53.0,7,POINT (-80.9958333 32.6177778)
7662,USGS-TX,USGS Texas Water Science Center,nwistx.01.01802808,Sample-Routine,Water,2018-07-31,USGS-08068500,,40,Multiple verticals,Lead,0.38,ug/l,Accepted,Actual,,PLM78,USGS,"Metals, wu, 2% corr, ICP-MS",,,,NWIS,0.38,0.38,"Spring Ck nr Spring, TX",Stream,30.1104952,-95.4363275,48.0,339.0,7,POINT (-95.4363275 30.1104952)
7663,USGS-GA,USGS Georgia Water Science Center,nwisga.01.01802041,Sample-Composite Without Parents,Water,2018-07-31,USGS-02203900,,50,Point sample,Lead,34,ug/l,Accepted,Actual,,PLM28,USGS,"Elements, wu, ICP-MS  (DODEC_01)",Laboratory Reporting Level,1.0,ug/l,NWIS,34.0,34.0,"SOUTH RIVER AT FLAKES MILL ROAD NR ATLANTA, GA",Stream,33.6662192,-84.2246426,13.0,89.0,7,POINT (-84.2246426 33.6662192)
7664,21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-20191046001-20180731_S-ROUTINE,Sample-Routine,Water,2018-07-31,21COL001_WQX-5570,SWMN,STREAM_1_WQX,WQCD Stream Sampling Procedure,Lead,0.065,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Lower Reporting Limit,0.17,ug/l,STORET,0.065,0.065,BOULDER CK @ MOUTH UPSTREAM OF ST. VRAIN CREEK,River/Stream,40.159,-105.01,8.0,123.0,7,POINT (-105.01 40.159)
7665,1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-18-A2446,Sample-Routine,Water,2018-07-31,1119USBR_WQX-CRO010,WQDATA,GRAB,Grab,Lead,11.92,ug/l,Final,Actual,,200.12,USEPA,Elements in Water by Temperature GFAA,Method Detection Level,2.0,ug/l,STORET,11.92,11.92,Prineville Reservoir near boat ramp,Reservoir,44.10653,-120.77838,41.0,13.0,7,POINT (-120.77838 44.10653)
7666,USGS-AR,USGS Arkansas Water Science Center,nwisar.01.01801893,Sample-Routine,Water,2018-07-31,USGS-350405091524202,,USGS,USGS,Lead,0.139,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.139,0.139,05N08W17ABA2,Well,35.0681423,-91.8784745,5.0,145.0,7,POINT (-91.8784745 35.0681423)
7667,21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-20191047001-20180731_S-ROUTINE,Sample-Routine,Water,2018-07-31,21COL001_WQX-5572,SWMN,STREAM_1_WQX,WQCD Stream Sampling Procedure,Lead,0.13,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Lower Reporting Limit,0.17,ug/l,STORET,0.13,0.13,BOULDER CK UPSTREAM COAL CREEK NR GOODING (115TH AND 38 RD.),River/Stream,40.0695,-105.08266699999999,8.0,13.0,7,POINT (-105.082667 40.0695)
7668,USGS-ID,USGS Idaho Water Science Center,nwisid.01.01800909,Sample-Routine,Water,2018-07-31,USGS-12419000,,10,Equal width increment (ewi),Lead,0.121,ug/l,Accepted,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.121,0.121,SPOKANE RIVER NR POST FALLS ID,Stream,47.703055600000006,-116.9777778,16.0,55.0,7,POINT (-116.9777778 47.70305560000001)
7669,USGS-NY,USGS New York Water Science Center,nwisny.01.01802531,Sample-Routine,Water,2018-07-31,USGS-423919073553801,,USGS,USGS,Lead,0.46,ug/l,Accepted,Actual,,PLM78,USGS,"Metals, wu, 2% corr, ICP-MS",,,,NWIS,0.46,0.46,A 650,Well,42.655355799999995,-73.9267921,36.0,1.0,7,POINT (-73.9267921 42.6553558)
7670,1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-18-A2444,Sample-Routine,Water,2018-07-31,1119USBR_WQX-CRO002,WQDATA,GRAB,Grab,Lead,12.12,ug/l,Final,Actual,,200.12,USEPA,Elements in Water by Temperature GFAA,Method Detection Level,2.0,ug/l,STORET,12.12,12.12,PRINEVILLE  200M ABOVE DAM,Reservoir,44.111388899999994,-120.7813889,41.0,13.0,7,POINT (-120.7813889 44.11138889999999)
7671,USGS-AR,USGS Arkansas Water Science Center,nwisar.01.01801896,Sample-Routine,Water,2018-07-31,USGS-345358091502701,,USGS,USGS,Lead,0.128,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.128,0.128,03N08W10DAA1,Well,34.899575,-91.8408333,5.0,85.0,7,POINT (-91.8408333 34.899575)
7672,USGS-NY,USGS New York Water Science Center,nwisny.01.01802530,Sample-Routine,Water,2018-07-31,USGS-423054073410201,,USGS,USGS,Lead,0.35,ug/l,Accepted,Actual,,PLM78,USGS,"Metals, wu, 2% corr, ICP-MS",,,,NWIS,0.35,0.35,RE1215,Well,42.515081099999996,-73.6834521,36.0,83.0,7,POINT (-73.6834521 42.5150811)
7673,USGS-GA,USGS Georgia Water Science Center,nwisga.01.01802043,Sample-Composite Without Parents,Water,2018-07-31,USGS-02207160,,50,Point sample,Lead,1.4,ug/l,Accepted,Actual,,PLM28,USGS,"Elements, wu, ICP-MS  (DODEC_01)",Laboratory Reporting Level,1.0,ug/l,NWIS,1.4,1.4,"STONE MOUNTAIN CREEK AT GA 124, NEAR LITHONIA, GA",Stream,33.7734405,-84.077137,13.0,89.0,7,POINT (-84.07713699999999 33.7734405)
7674,USGS-GA,USGS Georgia Water Science Center,nwisga.01.01802040,Sample-Composite Without Parents,Water,2018-07-31,USGS-02203873,,50,Point sample,Lead,15,ug/l,Accepted,Actual,,PLM28,USGS,"Elements, wu, ICP-MS  (DODEC_01)",Laboratory Reporting Level,1.0,ug/l,NWIS,15.0,15.0,"COBBS CREEK AT RAINBOW DR, NEAR DECATUR, GA",Stream,33.70955120000001,-84.2393655,13.0,89.0,7,POINT (-84.23936550000001 33.70955120000001)
7677,MWRD_WQX,Metro Waste Water Reclamation District,MWRD_WQX-AE30663Sample-Routine,Sample-Routine,Water,2018-08-01,MWRD_WQX-SP-124,STREAM,GRAB,Grab Sample  using water sampler,Lead,0.2,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Method Detection Level,0.2,ug/l,STORET,0.2,0.2,South Platte River at 124th Avenue,River/Stream,39.922777,-104.86746000000001,8.0,1.0,8,POINT (-104.86746 39.922777)
7678,IL_EPA_WQX,illinois epa,IL_EPA_WQX-18H0150,Sample-Routine,Water,2018-08-01,IL_EPA_WQX-QZI-01,Lake Michigan,Not available,Sample-collection method not available,Lead,0.24,ug/l,Accepted,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,5,ug/l,STORET,0.24,0.24,DIVERSEY HARBOR,Great Lake,41.930012,-87.63310899999999,17.0,31.0,8,POINT (-87.63310899999999 41.930012)
7679,USGS-GA,USGS Georgia Water Science Center,nwisga.01.01802109,Sample-Routine,Water,2018-08-01,USGS-02208150,,10,Equal width increment (ewi),Lead,3.0,ug/l,Accepted,Actual,,PLM28,USGS,"Elements, wu, ICP-MS  (DODEC_01)",Laboratory Reporting Level,1.0,ug/l,NWIS,3.0,3.0,"ALCOVY RIVER AT NEW HOPE ROAD, NEAR GRAYSON, GA",Stream,33.9169444,-83.8880556,13.0,135.0,8,POINT (-83.8880556 33.9169444)
7680,USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.01802049,Sample-Routine,Water,2018-08-01,USGS-01538600,,USGS,USGS,Lead,1.16,ug/l,Accepted,Actual,,PLM82,USGS,"Trace elements, wu, ICP-MS (PA)",,,,NWIS,1.16,1.16,"Nescopeck Creek at Nescopeck, PA",Stream,41.04702929999999,-76.22104499999999,42.0,79.0,8,POINT (-76.22104499999999 41.04702929999999)
7681,1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-18-A2503,Sample-Routine,Water,2018-08-01,1119USBR_WQX-OWY002,WQDATA,GRAB,Grab,Lead,9.78,ug/l,Final,Actual,,200.12,USEPA,Elements in Water by Temperature GFAA,Method Detection Level,2.0,ug/l,STORET,9.78,9.78,.5MI ABOVE OWYHEE DAM IN RES,Reservoir,43.6388889,-117.2302778,41.0,45.0,8,POINT (-117.2302778 43.6388889)
7682,1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-18-A2504,Sample-Routine,Water,2018-08-01,1119USBR_WQX-OWY030,WQDATA,GRAB,Grab,Lead,6.09,ug/l,Final,Actual,,200.12,USEPA,Elements in Water by Temperature GFAA,Method Detection Level,2.0,ug/l,STORET,6.09,6.09,Owyhee Reservoir near boat ramp,Reservoir,43.62937,-117.26196999999999,41.0,45.0,8,POINT (-117.26197 43.62937)
7683,MWRD_WQX,Metro Waste Water Reclamation District,MWRD_WQX-AE30669Sample-Routine,Sample-Routine,Water,2018-08-01,MWRD_WQX-SP-RD18,STREAM,GRAB,Grab Sample  using water sampler,Lead,2.5,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Method Detection Level,0.2,ug/l,STORET,2.5,2.5,South Platte River At Weld County Road 18,River/Stream,40.116061,-104.818253,8.0,123.0,8,POINT (-104.818253 40.116061)
7684,MWRD_WQX,Metro Waste Water Reclamation District,MWRD_WQX-AE30673Sample-Routine,Sample-Routine,Water,2018-08-01,MWRD_WQX-SP-RD8,STREAM,GRAB,Grab Sample  using water sampler,Lead,1.9,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Method Detection Level,0.2,ug/l,STORET,1.9,1.9,South Platte River at County Road 8,River/Stream,40.043847,-104.82373299999999,8.0,123.0,8,POINT (-104.823733 40.043847)
7685,USGS-ND,USGS North Dakota Water Science Center,nwisnd.01.01800920,Sample-Routine,Water,2018-08-01,USGS-481205102514701,,4040,Submersible pump,Lead,0.132,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.132,0.132,155-95-35CAD1,Well,48.201505600000004,-102.8631028,38.0,105.0,8,POINT (-102.8631028 48.2015056)
7686,NJDEP_BFBM,NJDEP Bureau of Freshwater and Biological Monitoring,NJDEP_BFBM-222470,Sample-Routine,Water,2018-08-01,NJDEP_BFBM-01455099,RTWQN 2017-2019,RTWQN 2017-2019,GRAB,Lead,0.119,ug/l,Final,Estimated,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,,,,STORET,0.119,0.119,Lopatcong Creek at Lock St at Phillipsburg,River/Stream,40.677319,-75.167182,34.0,41.0,8,POINT (-75.167182 40.677319)
7687,MWRD_WQX,Metro Waste Water Reclamation District,MWRD_WQX-AE30665Sample-Routine,Sample-Routine,Water,2018-08-01,MWRD_WQX-SP-WM,STREAM,GRAB,Grab Sample  using water sampler,Lead,2,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Method Detection Level,0.2,ug/l,STORET,2.0,2.0,South Platte River at Western Mutual Ditch,River/Stream,40.22318,-104.85868799999999,8.0,123.0,8,POINT (-104.858688 40.22318)
7688,21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2245299,Sample-Routine,Water,2018-08-01,21PA_WQX-WQN0309,WQN,001,Water Grab Sample,Lead,1.160,ug/l,Final,Actual,,01051H,21PA_WQX,Lead,,,,STORET,1.16,1.16,NESCOPECK CREEK,River/Stream,41.0469,-76.2208,42.0,79.0,8,POINT (-76.2208 41.0469)
7689,MWRD_WQX,Metro Waste Water Reclamation District,MWRD_WQX-AE30654Sample-Routine,Sample-Routine,Water,2018-08-01,MWRD_WQX-NFE,STREAM,GRAB,Grab Sample  using water sampler,Lead,0.4,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Method Detection Level,0.2,ug/l,STORET,0.4,0.4,Metro Wastewater Reclamation District North Final Effluent - CO-0026638,Facility Municipal Sewage (POTW),39.812806,-104.954333,8.0,1.0,8,POINT (-104.954333 39.812806)
7690,USGS-NJ,USGS New Jersey Water Science Center,nwisnj.01.01800758,Sample-Routine,Water,2018-08-01,USGS-394838074533601,National Water Quality Assessment Program (NAWQA),4040,Submersible pump,Lead,0.701,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.701,0.701,051421-- Suscp19 Dom,Well,39.8110833,-74.8926111,34.0,5.0,8,POINT (-74.8926111 39.8110833)
7691,MWRD_WQX,Metro Waste Water Reclamation District,MWRD_WQX-AE30661Sample-Routine,Sample-Routine,Water,2018-08-01,MWRD_WQX-SP-88,STREAM,GRAB,Grab Sample  using water sampler,Lead,0.2,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Method Detection Level,0.2,ug/l,STORET,0.2,0.2,South Platte River at 88th Avenue,River/Stream,39.85607,-104.93790700000001,8.0,1.0,8,POINT (-104.937907 39.85607)
7692,USGS-AR,USGS Arkansas Water Science Center,nwisar.01.01801898,Sample-Routine,Water,2018-08-01,AR001-343014091325401,,USGS,USGS,Lead,0.737,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.737,0.737,02S05W28AC3,Well,34.503985899999996,-91.54846140000001,5.0,1.0,8,POINT (-91.54846140000001 34.5039859)
7693,USGS-GA,USGS Georgia Water Science Center,nwisga.01.01802105,Sample-Routine,Water,2018-08-01,USGS-02207120,,10,Equal width increment (ewi),Lead,6.2,ug/l,Accepted,Actual,,PLM28,USGS,"Elements, wu, ICP-MS  (DODEC_01)",Laboratory Reporting Level,1.0,ug/l,NWIS,6.2,6.2,"YELLOW RIVER AT GA 124, NEAR LITHONIA, GA",Stream,33.7722222,-84.0577778,13.0,135.0,8,POINT (-84.0577778 33.7722222)
7694,MWRD_WQX,Metro Waste Water Reclamation District,MWRD_WQX-AE30672Sample-Routine,Sample-Routine,Water,2018-08-01,MWRD_WQX-BDC-8,STREAM,GRAB,Grab Sample  using water sampler,Lead,3.6,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Method Detection Level,0.2,ug/l,STORET,3.6,3.6,Big Dry Creek at Road 8,River/Stream,40.0436111111,-104.8541666667,8.0,123.0,8,POINT (-104.8541666667 40.0436111111)
7695,1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-18-A2475,Sample-Routine,Water,2018-08-01,1119USBR_WQX-BUR010,WQDATA,GRAB,Grab,Lead,9.30,ug/l,Final,Actual,,200.12,USEPA,Elements in Water by Temperature GFAA,Method Detection Level,2.0,ug/l,STORET,9.3,9.3,Unity res near boat ramp,Reservoir,44.884879999999995,-117.05625,41.0,1.0,8,POINT (-117.05625 44.88488)
